Parameter 1, Parameter 2, Parameter 3, Parameter 4, Parameter 5, Parameter 6, Parameter 7, Parameter 8, Objective 1, Objective 2,Purity,Recovery,Specific energy,Productivity, Cycles, Number
175.2325932,68.66372346,195.5384594,0.266257382,0.014450343,0.275993675,0.066862307,1.86719466,41.18733585,10.92012809,0.481670914,0.989692537,41.18733585,0.091574017,300,11551405
146.6564141,2.366054435,111.7298442,0.302829735,0.023806409,0.05349995,1.842097147,1.864836117,24.3598285,0.754888704,0.882243924,0.378728773,24.3598285,1.324698588,89,29353282
138.2415892,7.789348634,67.95858481,0.385274071,0.021503634,0.100446497,0.873264842,1.262063667,18.00829288,0.774688623,0.922440572,0.690555404,18.00829288,1.29084121,166,9349182
198.9567854,145.4678157,160.118205,0.293084091,0.013497535,0.292232797,2.364774577,1.682857407,30.46685836,1.232804527,0.964877485,0.303914981,30.46685836,0.811158605,69,28239326
96.57942549,125.0593585,119.1412111,0.143622752,0.027754104,0.320504246,1.372620155,1.10577964,19.15256295,1.207750009,0.991354558,0.618504658,19.15256295,0.827985918,120,31610359
46.55783045,190.7136771,42.41140738,0.151165123,0.016596553,0.173773815,2.409818049,1.87868875,23.95427293,1.283376433,0.981585612,0.67956861,23.95427293,0.77919461,245,28638068
111.0348435,119.4151991,91.97280211,0.198411441,0.024787184,0.402993613,1.666195318,0.884144071,21.48552089,1.08061595,0.978416691,0.471455529,21.48552089,0.925398149,180,3323410
20.22157009,12.66678646,167.396941,0.40757041,0.010373573,0.17378004,1.464293824,1.676805338,31.60394974,2.12210018,0.629169912,0.975289559,31.60394974,0.471231287,300,27109247
151.2461734,170.1470398,85.61873979,0.219900318,0.01806792,0.34401381,0.30053415,0.905501222,20.45582736,2.927167723,0.867264681,0.885614852,20.45582736,0.341627161,284,18825334
158.2528987,117.7889208,154.9450319,0.159373123,0.020605757,0.423111508,2.354136281,0.211749459,25.14710854,1.255071884,0.990772196,0.321836843,25.14710854,0.796767111,300,96030221
155.854187,171.1092154,74.30820607,0.428211078,0.016291431,0.308611814,2.357512678,1.496829341,28.47332971,1.193956361,0.92641113,0.320527643,28.47332971,0.83755155,300,71692668
35.05269332,57.9662984,32.27347002,0.298889359,0.029219318,0.078704923,2.472981079,1.277205915,20.0930819,0.777745054,0.897921025,0.723704752,20.0930819,1.285768382,286,51069549
177.6835416,79.92510756,10.2888499,0.078104034,0.020425015,0.356895878,1.345539642,0.947435016,62.45323037,4.158762789,0.999997906,0.079661192,62.45323037,0.240456129,107,10018807
80.62522271,155.3472251,35.44639527,0.201299646,0.013869405,0.450697668,0.717820309,1.979894387,22.81922534,1.744953744,0.916241462,0.790210881,22.81922534,0.573081094,229,49876521
77.36899318,131.6133067,120.3401027,0.113105641,0.015742001,0.196768212,2.165851327,0.941819155,25.01086624,1.044119788,0.999223612,0.597888302,25.01086624,0.957744515,155,9685516
194.4556505,59.36238866,110.7187794,0.195447689,0.023911179,0.474596009,1.478064035,0.518455297,22.47175766,1.165893506,0.979573903,0.317279241,22.47175766,0.85771127,156,17415844
95.24070706,63.69043362,59.7424565,0.432979515,0.017218408,0.248004124,1.576830353,1.683997843,22.14688977,0.74826656,0.917368638,0.58744566,22.14688977,1.336422143,121,15621480
88.49119612,199.4132459,162.6284261,0.129327027,0.016036662,0.327721828,0.445783372,1.570133702,23.23102273,3.662476156,0.907636475,0.903180306,23.23102273,0.27303932,300,43183336
109.3061155,199.7483277,126.8140854,0.229620565,0.011458048,0.45727075,1.843339716,0.776464434,24.76530999,1.146247272,0.976097494,0.545493487,24.76530999,0.872412109,147,35550182
169.2344488,81.00412468,96.40975596,0.452138043,0.01038556,0.199361399,1.645795844,0.417426308,23.50544628,0.955072821,0.926339669,0.380628859,23.50544628,1.04704058,193,29406894
85.55154558,129.6135319,189.4984382,0.414059607,0.010594637,0.48110803,0.213181068,1.295679679,36.51070444,6.484640222,0.490748354,0.984896925,36.51070444,0.15421056,300,55313486
113.2014514,88.89882683,93.96883398,0.174207761,0.026654575,0.106468924,1.583065276,1.945639669,20.98279924,1.027239339,0.984770013,0.473775908,20.98279924,0.973482968,137,96381639
25.60479852,10.94719089,98.58901795,0.437712351,0.012901853,0.10502821,0.014770884,0.724019279,397.4349902,53.78683072,0.029114868,2.067332679,397.4349902,0.018591912,300,60232089
134.3149589,159.0553791,108.2994955,0.194110006,0.014942004,0.406612147,1.370364901,0.163084443,18.32119954,1.264699112,0.979534487,0.500632617,18.32119954,0.790701907,198,4292513
82.8688358,23.38149419,194.2599964,0.094491254,0.024079774,0.394089893,0.114922553,1.953599608,37.97510803,10.17427606,0.743004751,0.91128233,37.97510803,0.098287091,300,39722497
30.66982706,67.67781412,67.65917118,0.251983487,0.017856877,0.21938866,1.19605549,0.547450217,21.24471254,1.506413265,0.813246315,0.917467087,21.24471254,0.663828461,270,90424706
97.75450349,37.09195122,93.86416867,0.475028887,0.02227453,0.238676604,1.777368547,0.841460036,20.66997966,0.707160021,0.916082695,0.556945756,20.66997966,1.414107092,167,17607661
73.52297895,21.33013487,99.33854851,0.383187265,0.014349282,0.273500531,1.531683137,0.840547706,20.76358976,0.650679416,0.923028539,0.799430997,20.76358976,1.536855132,167,16291615
55.26749129,70.94338846,107.2909764,0.186063223,0.011308179,0.21591695,0.510767128,0.389942416,24.77610595,2.590425486,0.792821411,0.961638225,24.77610595,0.386036968,300,20037149
78.48598387,85.805684,117.6016458,0.318011572,0.029421172,0.138727244,0.320627057,0.720495329,19.54846999,3.720650336,0.691596749,0.894185811,19.54846999,0.268770217,300,66448172
139.0421506,6.934231463,165.5044235,0.125634892,0.025662869,0.114663654,1.455861069,0.495977234,19.80841175,0.987387681,0.991122599,0.456394562,19.80841175,1.012773422,300,69862521
143.4957561,11.57955472,129.6472215,0.478673986,0.022640963,0.371477683,0.958188924,0.277120879,15.40554778,0.869642378,0.911944007,0.705191175,15.40554778,1.149897964,132,69138517
43.89129096,81.0223644,130.491116,0.16543266,0.029570128,0.228862255,1.315623038,0.119016807,15.87032709,1.627656637,0.938033015,0.804119722,15.87032709,0.614380194,255,79600942
66.68173969,28.46317265,108.4969141,0.170187872,0.029522459,0.099810744,1.865880569,0.1301665,17.05901824,0.780469838,0.985523619,0.632511025,17.05901824,1.281279495,152,27154566
148.6038149,73.93753455,137.3810704,0.292491185,0.014729959,0.151043161,2.283762704,1.015772336,26.71594927,0.934306308,0.963885848,0.385287918,26.71594927,1.070312799,96,45837149
97.30414883,170.2025722,188.6657531,0.121256018,0.019097467,0.411977898,1.729547503,1.904537877,23.4492993,1.321735729,0.997788994,0.591415984,23.4492993,0.756580894,122,52799139
156.9836233,43.59776468,60.23791205,0.484865308,0.026269235,0.288917555,1.655013553,1.021715907,23.21398739,0.922872451,0.90066237,0.322848133,23.21398739,1.083573357,95,23787899
186.8686189,39.24472069,60.77208118,0.420713285,0.028292297,0.449577138,0.977684022,1.191787492,18.00082932,1.083930926,0.908274501,0.426806918,18.00082932,0.922568012,94,51881645
76.5522206,77.91129929,78.59012331,0.482772921,0.019945485,0.487451259,0.42631354,1.679616357,23.42776186,2.273132147,0.649445984,0.934137841,23.42776186,0.43992163,300,53743400
22.16669086,65.03625962,102.351285,0.13289996,0.012586389,0.223146116,0.930956383,0.320320612,27.56003917,2.924573809,0.795253423,0.965916444,27.56003917,0.341930163,300,60871884
144.9933885,61.45611135,149.1817276,0.436871519,0.023650332,0.240026356,0.809267556,1.386417354,17.41306681,1.121711312,0.91387797,0.787012181,17.41306681,0.891494976,163,10071966
180.6412219,184.8422127,168.1628503,0.431743055,0.010335655,0.185998246,1.733281949,0.137665335,21.54719856,1.318984524,0.935911743,0.368856277,21.54719856,0.758159009,216,62737499
56.20425337,43.92953175,90.44289489,0.244733476,0.018970561,0.168877523,2.065885593,1.441246629,21.74443692,0.671569608,0.960862041,0.768822253,21.74443692,1.489048921,171,11667470
183.6723079,66.31239259,137.3765913,0.114013358,0.02416829,0.181175661,0.654396224,0.853360312,17.71464576,1.363080659,0.997467751,0.6832018,17.71464576,0.733632301,164,48980474
151.4404279,42.15827851,93.98859652,0.479429614,0.028678859,0.312678377,0.923408083,0.40966942,15.30489614,0.997239712,0.900541339,0.610260772,15.30489614,1.002767929,169,41797649
181.3316171,187.1500405,75.59155223,0.454691156,0.02302827,0.479690637,0.657519059,0.505571849,15.85388959,1.543613569,0.902202037,0.695868449,15.85388959,0.647830532,146,25507125
35.55083405,151.1419448,154.4673247,0.379200193,0.012060009,0.059878075,0.350707906,1.683937688,43.15530439,7.891768294,0.405168406,0.998205217,43.15530439,0.126714313,300,35479047
48.46228913,25.31621057,194.0293912,0.151388197,0.028840344,0.238963376,0.209140891,0.117945267,27.55479345,8.61642543,0.647457158,0.917317864,27.55479345,0.116057408,300,49858228
58.48906529,4.934560306,35.67622149,0.400474333,0.018041977,0.115488831,0.514306518,1.510310035,23.61412537,1.161329764,0.670350973,0.946402591,23.61412537,0.861081866,300,46049456
152.5990487,152.3354425,170.0277874,0.081740075,0.027055263,0.103858209,2.343102632,0.552565949,35.34246206,2.122547711,0.999980042,0.215755458,35.34246206,0.47113193,300,13779051
185.1381929,99.66438298,47.88427237,0.125272088,0.028125056,0.442027814,1.418755858,0.238591831,24.34652709,1.629284131,0.995488523,0.227422424,24.34652709,0.613766488,130,77230716
187.4242079,71.83339856,14.14208585,0.345827159,0.021075396,0.326599537,1.231659118,1.77062783,26.50679203,1.78205781,0.885697041,0.196674717,26.50679203,0.561149024,104,42924321
166.7450736,61.96924295,32.93500249,0.452297172,0.025293806,0.396097827,0.195483222,0.101707274,13.34121813,2.820830094,0.680116525,0.843687268,13.34121813,0.354505577,300,9031521
159.4706483,33.28722959,129.3133916,0.345581721,0.021360512,0.150937161,2.342131141,1.706979485,26.51749321,0.900121472,0.949730174,0.338440011,26.51749321,1.110961166,106,96321381
130.6456234,97.08585432,165.5110319,0.378575291,0.017172889,0.113535575,1.922779524,0.927266627,23.97102808,0.993664964,0.946904711,0.459734896,23.97102808,1.006375424,86,40571573
94.89815593,116.4136026,43.77216867,0.124523759,0.012282241,0.262710323,2.485374834,1.08561825,29.49052286,1.061918099,0.997535355,0.381513302,29.49052286,0.941692209,143,10819554
56.27866135,85.76000325,174.445949,0.376234766,0.013914358,0.303049469,1.599788128,0.282198464,19.04592876,1.181323905,0.893184081,0.874690993,19.04592876,0.846507885,222,59742268
147.3718164,136.3553481,29.36689555,0.413556813,0.023822066,0.403725896,1.702991067,1.463071836,26.72558159,1.385779033,0.899357737,0.264457154,26.72558159,0.721615767,134,86349125
118.6297798,76.4933975,143.0081377,0.278662993,0.020751793,0.235788293,1.653095462,0.86775441,21.18850122,0.956016296,0.963203135,0.524454245,21.18850122,1.046007274,99,85406313
58.22713536,46.01950045,148.7692785,0.2228808,0.023084027,0.49750349,0.240344416,0.357804735,27.67710659,5.699229487,0.613457985,0.946714892,27.67710659,0.175462315,300,76960742
113.4632622,17.36562497,187.4499531,0.44035859,0.025660387,0.202779618,2.368493434,1.76332939,22.74762995,0.883814722,0.929872633,0.474259729,22.74762995,1.131458863,300,14097750
167.7038493,170.270285,120.7822126,0.188778652,0.014955102,0.32528971,1.551860802,1.327708268,25.0784673,1.286500425,0.983385542,0.393458033,25.0784673,0.777302503,73,80658635
65.10100554,5.053155877,65.08373795,0.424068512,0.02428959,0.337873757,1.847913196,0.799688067,19.45942883,0.51413323,0.914205104,0.691505765,19.45942883,1.945021138,280,14075460
82.20879121,112.6286307,127.0522309,0.200511999,0.017504845,0.203606838,1.013332135,0.44926933,18.3208179,1.355843262,0.947159784,0.836345344,18.3208179,0.737548379,211,27712468
91.4191602,85.90989197,175.667778,0.13522576,0.012331988,0.391498136,2.083237846,0.750224402,25.24306792,0.927267213,0.996299209,0.612039331,25.24306792,1.078437785,266,19181624
36.41932137,59.99166068,147.1136564,0.459635048,0.01871815,0.213015986,0.89314653,0.134018558,17.41979506,2.408837956,0.651573234,0.939087578,17.41979506,0.415137929,300,28960217
155.5358459,130.7915371,24.50609952,0.40303822,0.023855104,0.217192999,2.424916812,1.747112526,32.21748725,1.438966188,0.900127499,0.210614863,32.21748725,0.694943361,60,98713622
64.6149767,48.36060975,179.0170785,0.365812521,0.022165189,0.436837528,1.085426808,0.158942936,15.46857926,1.419774257,0.865569059,0.858135562,15.46857926,0.704337323,200,69843198
142.7722464,110.9884641,118.4167571,0.115400276,0.010559253,0.452448838,0.541380878,1.323956805,23.4075892,1.635417972,0.973470543,0.853008193,23.4075892,0.61146448,218,15295733
174.899496,73.9874279,134.8234276,0.290801716,0.019605319,0.461206417,1.723734264,1.888143278,25.57608486,1.060751158,0.961088061,0.347851906,25.57608486,0.942728172,68,89618135
22.16847863,55.81098437,195.7540844,0.333837674,0.026128983,0.297127905,0.305003559,1.879263463,51.27939076,12.61660917,0.308972163,0.956779452,51.27939076,0.079260599,300,87012144
147.8407596,85.35916739,149.473818,0.390339465,0.027638432,0.230874903,2.021949984,1.673222605,24.78954328,1.119410889,0.93639232,0.346745516,24.78954328,0.893327026,88,82330723
178.4196709,79.7254092,34.88942042,0.1045243,0.016656283,0.101663694,0.316338838,1.382733545,20.26080077,2.025578229,0.973800577,0.756063053,20.26080077,0.493686191,280,99796209
152.7247512,34.58546919,54.97476719,0.233044022,0.027446662,0.288318796,1.054238883,0.15290307,15.63119441,1.114672257,0.956352722,0.401475029,15.63119441,0.897124687,123,60872725
135.1048474,101.8224917,168.0321906,0.328070585,0.026801202,0.208083194,0.307135149,1.708702085,18.97621284,3.270548114,0.791411361,0.86345643,18.97621284,0.305759146,283,61498821
188.1526812,145.9299057,141.0085924,0.286540756,0.010709797,0.405367173,0.413081604,1.293679042,22.53631327,1.983245138,0.902029384,0.885462147,22.53631327,0.504224103,245,82083937
69.7833188,138.0308075,40.2105108,0.194389986,0.020134602,0.233987017,1.331486804,0.71657663,19.31073305,1.197111697,0.962414068,0.661759394,19.31073305,0.835343938,300,60395678
184.3400086,17.66062349,54.17514867,0.392083027,0.01962963,0.46806073,0.409787609,0.468275941,16.25539594,1.264370217,0.866800085,0.797615058,16.25539594,0.790907589,208,95757653
52.25470108,19.62744042,61.92351496,0.479379568,0.018771497,0.237873124,0.807302875,0.237744512,16.692096,1.102216858,0.716111593,0.916956754,16.692096,0.90726248,300,21447988
108.2854516,88.51608422,174.7708571,0.234293957,0.025671267,0.388075935,1.586806521,0.844868635,19.77036849,1.1105524,0.971388598,0.567458445,19.77036849,0.900452784,111,80991319
183.0082637,119.4314496,131.5784483,0.102142272,0.022307488,0.289998305,2.395672328,0.849958968,33.14514208,1.533508402,0.999869092,0.229812814,33.14514208,0.65209946,144,14122919
86.26291637,116.8623272,52.69727878,0.194907403,0.025454033,0.267462072,1.018291795,0.947943739,17.8270117,1.23760454,0.957877485,0.70160308,17.8270117,0.80801255,209,25843690
39.14260896,125.7933633,111.6103192,0.438285057,0.013496795,0.073380296,0.294843309,1.196532077,43.6559821,7.121839681,0.348092338,0.999179051,43.6559821,0.140413158,300,96026995
32.28798317,13.53244277,97.08611942,0.181064628,0.018876782,0.197906285,2.154357502,1.851717596,22.7446598,0.788698656,0.937477773,0.868416878,22.7446598,1.267911378,291,84743864
195.7110341,60.18690386,177.7654654,0.077133768,0.028693052,0.254074924,0.146715529,0.858483138,20.50144866,5.367277212,0.949831718,0.810408862,20.50144866,0.186314207,300,55972394
191.896811,140.370833,37.03433293,0.372555082,0.027788954,0.228491532,1.524470144,1.244126135,25.11193164,1.546810865,0.915135917,0.236715717,25.11193164,0.646491451,90,37867749
101.821895,57.7250027,78.51955273,0.126482012,0.011224203,0.260127957,1.094939487,1.028709045,22.50022433,0.869773888,0.992458671,0.731742055,22.50022433,1.1497241,254,67674834
74.83114132,86.32681219,98.11899768,0.463378624,0.013560036,0.38799917,1.16845247,1.914258396,22.42634881,1.032793757,0.864956431,0.84928441,22.42634881,0.968247526,202,97930352
88.2421432,79.91263953,131.1186969,0.405154146,0.022868792,0.266078598,0.455774135,0.137993648,15.28609061,2.435852502,0.740764262,0.899586284,15.28609061,0.410533889,300,2292710
82.90267762,6.072032063,92.56060525,0.080976347,0.019250986,0.220815097,1.676209478,1.042510324,22.54739287,0.656959957,0.997037108,0.608892888,22.54739287,1.522162789,179,20956301
137.5551031,97.98428245,18.18940699,0.407501118,0.022026805,0.343227693,0.430411495,1.525275132,18.85030737,1.852810465,0.813584796,0.685949059,18.85030737,0.539720613,300,83712582
61.47272934,146.5675172,80.09619484,0.285550193,0.010627736,0.466339522,0.686533362,1.38502919,25.92327857,2.177995433,0.804913943,0.930330257,25.92327857,0.459137786,300,86537958
61.25979491,3.163218246,64.50475475,0.473603514,0.022382931,0.392407164,2.059730623,1.001635657,20.59343121,0.479708333,0.904490617,0.702627046,20.59343121,2.084600018,121,19572319
94.94733916,111.3102992,138.9726732,0.203354845,0.024218694,0.169855219,1.562792115,0.84778226,19.38766116,1.063470539,0.97843439,0.636909014,19.38766116,0.940317539,145,41291361
48.09151327,37.61213423,112.2159123,0.490818753,0.023820554,0.23976841,0.230275954,0.981262614,37.38660169,5.427108505,0.326896129,1.001227995,37.38660169,0.184260182,300,10763272
118.4161551,29.94507089,145.008425,0.358052234,0.023133582,0.080709812,0.808248648,1.992126684,18.02249061,1.104441526,0.911021414,0.818671187,18.02249061,0.905434988,197,31572182
63.92268332,31.86069544,95.52769055,0.304242891,0.012675389,0.335536108,2.471081833,1.728307576,24.40428992,0.588926568,0.953544927,0.763764057,24.40428992,1.698004563,220,21845867
162.9844984,92.72954094,109.6537096,0.33124765,0.012031622,0.212007048,1.551700282,1.555948969,25.58208559,0.98534979,0.952748508,0.425607955,25.58208559,1.01486803,95,40375941
175.2485365,87.81440452,150.7765851,0.093698788,0.02066968,0.188298717,2.170596197,0.545902954,33.20413826,1.485451784,0.999986492,0.237124529,33.20413826,0.673195866,116,26420038
199.0132803,136.9871478,129.137059,0.292733124,0.020177809,0.354509324,0.7259375,1.226689359,18.29696408,1.379121158,0.954405429,0.670689881,18.29696408,0.725099455,118,98071315
104.0403212,46.712726,180.4870056,0.110307301,0.017945138,0.124666057,0.851660324,1.517937445,19.67308537,1.305721175,0.985740831,0.836164656,19.67308537,0.765860291,162,35672048
82.22388638,68.26059334,105.6482942,0.314845878,0.023048305,0.287090249,2.242963922,1.327548915,21.81048417,0.785283608,0.953158586,0.594488455,21.81048417,1.273425281,300,57183249
129.3630122,28.88147162,16.8787828,0.28446434,0.012231181,0.456585988,0.645620634,1.046666644,20.49446329,1.164358877,0.905293242,0.554007281,20.49446329,0.858841737,236,8593061
170.09152,35.16012764,125.2139058,0.191886457,0.024924465,0.385745649,0.63588055,1.993031338,17.4635371,1.185715808,0.971997512,0.752311446,17.4635371,0.843372412,123,90029240
160.4304664,193.1843418,88.72223197,0.465334903,0.018978397,0.264848901,1.752840077,0.30630393,22.27963914,1.315436542,0.917072801,0.345020319,22.27963914,0.760203908,92,48219807
110.8000947,73.6421898,104.8754442,0.257763719,0.017954265,0.150843232,1.342050549,0.979684119,20.09516224,0.877294151,0.965113619,0.65141279,20.09516224,1.139868536,121,88745109
30.31647117,96.38898648,14.99755947,0.169699451,0.01941285,0.346658309,0.455610509,1.149678907,30.40465875,3.465363887,0.694466152,0.942292835,30.40465875,0.288569984,300,21588234
65.60062317,26.11068742,65.71635946,0.272253347,0.011574749,0.200083016,1.986672062,1.589844745,24.90901645,0.535424371,0.960041349,0.699065735,24.90901645,1.867677405,300,92118118
176.3280747,21.20015502,171.7936563,0.172659001,0.023540689,0.30234403,1.725544105,1.209805644,24.9899736,1.078151333,0.987689563,0.327315102,24.9899736,0.927513578,81,5169872
54.88119475,45.5289175,59.69080647,0.295218147,0.023713713,0.172100069,1.64628455,1.174862976,19.50256628,0.726956426,0.925698759,0.753409882,19.50256628,1.375598268,212,35385096
128.4534837,107.2130099,118.9452647,0.065767792,0.01502628,0.103974521,2.25064139,0.407040563,39.05693186,1.676244124,0.999999729,0.245462559,39.05693186,0.596571815,71,57314529
175.9114313,125.8065336,42.53461525,0.430313965,0.013450967,0.133707311,0.504135444,0.178374912,13.58661328,1.673675277,0.86890379,0.675312829,13.58661328,0.597487466,240,72580425
198.2793705,24.33558336,142.9651148,0.408361179,0.010869935,0.101274136,0.323276813,1.650641696,23.26340133,1.79613038,0.823237002,0.925006145,23.26340133,0.556752456,300,81776654
140.9851825,148.7232501,142.1523456,0.348631954,0.011595369,0.292647864,0.301677136,1.939312787,25.71283375,3.112052057,0.766316934,0.940730072,25.71283375,0.321331386,300,40178016
107.1287859,103.9824739,175.9793541,0.249652168,0.01528196,0.067064683,1.604524747,1.211705746,22.03660638,0.990670284,0.972332775,0.659280104,22.03660638,1.009417579,152,89115651
121.4337111,113.3133275,18.64861254,0.342155288,0.02317982,0.078616585,0.509187363,1.587637107,18.359754,1.81231074,0.849773948,0.673599697,18.359754,0.551781755,204,36830206
25.30776338,77.1072819,23.81355646,0.124403104,0.022582363,0.404939802,0.1549447,1.232311817,79.62984652,10.09767615,0.399978446,1.028369673,79.62984652,0.099032687,300,10896840
96.79866715,62.62328211,33.8216345,0.136493051,0.028241694,0.204718829,2.426623125,1.823581171,27.26776923,0.984042199,0.99382183,0.314399571,27.26776923,1.016216582,168,35417731
133.9905946,54.82228121,40.44726854,0.41370006,0.011012832,0.277279702,0.438306279,0.509619593,18.91031987,1.381097395,0.817154971,0.845722166,18.91031987,0.724061897,258,9607111
40.8123602,143.2168466,111.7773683,0.403175295,0.028503414,0.192066769,0.553939468,0.350976902,19.12490796,4.221231916,0.607569187,0.908105427,19.12490796,0.236897669,300,67313609
89.24936004,69.6348455,155.0929719,0.145279926,0.01585323,0.294686538,2.295746648,0.568020371,23.39148298,0.877327755,0.994322247,0.591339656,23.39148298,1.139824877,236,28368959
119.306887,198.8935303,160.0014427,0.458026085,0.011909681,0.070147115,0.372015607,0.247258881,19.68960687,3.30483736,0.721838567,0.937790642,19.68960687,0.302586751,300,48494601
150.7636583,8.040087751,82.70523079,0.058130779,0.027470146,0.117352387,2.164798375,0.226421322,27.37660774,0.966832555,0.996983774,0.255176655,27.37660774,1.034305263,127,2047134
