Parameter 1, Parameter 2, Parameter 3, Parameter 4, Parameter 5, Parameter 6, Parameter 7, Parameter 8, Objective 1, Objective 2,Purity,Recovery,Specific energy,Productivity, Cycles, Number
196.8451211,101.1457381,146.4098452,0.09100899,0.010709797,0.399972622,0.413081604,1.293679042,23.25501445,1.858407704,0.985282713,0.845297938,23.25501445,0.538095057,183,37163310
91.45707011,72.0086081,124.4511654,0.114013358,0.02416829,0.181175661,0.291964766,0.852013528,21.12455767,3.620151379,0.890298383,0.882240322,21.12455767,0.276231543,300,35052242
37.37459699,89.34430355,172.506066,0.059439037,0.019836173,0.438889791,1.260049275,1.652479488,23.32730122,2.268034072,0.983773206,0.831163915,23.32730122,0.440910484,16,13716163
179.3349373,145.9299057,181.2073931,0.272685604,0.017490993,0.444903926,0.413081604,1.643617601,19.94143723,2.25729479,0.904099596,0.868247374,19.94143723,0.443008155,192,91922655
104.0349631,46.93451812,142.4175122,0.112212567,0.011169644,0.147454253,0.851660324,1.517937445,22.80358963,1.139329881,0.982297819,0.854535259,22.80358963,0.877708921,210,16756693
100.8239335,124.7124819,169.296888,0.304049491,0.012163609,0.178242582,0.271093208,0.961901274,26.93712184,4.348048342,0.68758995,0.960392592,26.93712184,0.229988243,300,71678193
87.62881563,199.4132459,172.4263342,0.103035472,0.01565388,0.382909184,0.442103548,1.569050717,23.77241415,3.771276427,0.928839455,0.899446003,23.77241415,0.265162212,259,4788217
172.3352363,171.930788,135.2344054,0.152545745,0.010267631,0.381270269,0.619577786,1.974702534,23.27219991,1.588995497,0.978143793,0.813500501,23.27219991,0.629328404,74,64096946
86.26291637,116.8623272,140.0271273,0.198076923,0.025513574,0.267462072,1.021163852,0.947943739,17.61364274,1.437877713,0.955916381,0.792000468,17.61364274,0.695469435,91,75658336
148.3818558,114.1496848,172.3601155,0.094874235,0.010559253,0.436011906,0.823104646,1.337772601,23.47891629,1.304872586,0.999246153,0.788608498,23.47891629,0.766358348,150,17094395
195.7481774,171.930788,131.1074788,0.174608088,0.010390167,0.383224756,0.609034192,1.974702534,22.95111629,1.508378628,0.978404109,0.794134796,22.95111629,0.662963517,111,55993177
87.78790435,199.4132459,144.2098049,0.129445177,0.015977117,0.327721828,0.621337767,1.69261636,21.93687093,2.584675095,0.942039776,0.879214696,21.93687093,0.386895824,188,66056467
143.8493166,106.765031,170.602161,0.119455432,0.010559253,0.436354996,0.738617632,1.337772601,22.99876715,1.376747003,0.987327474,0.829730716,22.99876715,0.726349865,300,21226472
37.37459699,90.19857687,106.974589,0.059607453,0.020552968,0.438889791,1.298462734,1.764503352,23.22686542,1.837895129,0.988324858,0.795651685,23.22686542,0.544100686,190,71222464
41.31399706,79.16988623,101.1159052,0.108687792,0.010203902,0.179096614,1.490458999,0.759653813,24.46064031,1.229301186,0.962608083,0.887540474,24.46064031,0.813470296,300,86749094
100.8239335,124.7124819,167.0706859,0.281050234,0.012163609,0.26697851,0.271093208,0.961901274,27.1297373,4.33243201,0.70502622,0.959209264,27.1297373,0.23081724,300,6623034
101.686314,124.7124819,164.9099417,0.066502229,0.012163609,0.178242582,0.271093208,0.961901274,26.70369648,4.406276245,0.931161831,0.929366013,26.70369648,0.226949003,300,95062544
195.7110341,59.46050702,177.7654654,0.077133768,0.028693052,0.254074924,0.146715529,0.947833836,20.53171,5.353811647,0.949852621,0.810658258,20.53171,0.186782813,13,17092086
82.81966462,22.41447631,194.2599964,0.093608627,0.023622473,0.420593173,0.607712278,1.953599608,19.95116143,2.064623822,0.967332482,0.843933799,19.95116143,0.484349734,174,67103318
82.8688358,19.74825392,194.2599964,0.093608627,0.024079774,0.394089893,0.607712278,1.953599608,19.75067376,2.058898428,0.967835923,0.840975002,19.75067376,0.485696616,97,88688372
80.67439389,155.3472251,152.2253411,0.201299646,0.014326723,0.475181718,0.717820309,1.979894387,22.86898718,2.15256057,0.90552445,0.898128996,22.86898718,0.464563002,183,15833186
78.33629585,20.23039553,194.2599964,0.119072451,0.024079774,0.394432983,0.336139418,1.953599608,23.00558074,3.721008836,0.88219321,0.883900693,23.00558074,0.268744323,300,90724850
186.2668963,199.4132459,162.6284261,0.129327027,0.024274776,0.371405072,0.445783372,1.570133702,17.78596365,2.39164158,0.977196232,0.789132903,17.78596365,0.418122853,111,5436668
196.8451211,101.1457381,146.4098452,0.286540756,0.010709797,0.400660648,0.521653834,1.245938104,21.79789718,1.469473889,0.934675801,0.846530006,21.79789718,0.680515664,198,69783145
68.46262584,35.9499763,101.238669,0.152159967,0.018920993,0.216849468,0.451370644,0.16499028,18.88270677,2.198878171,0.861175123,0.92257134,18.88270677,0.454777356,300,45144214
29.53506632,37.93041193,112.4431395,0.199133941,0.010393675,0.14591853,1.637291619,0.740812539,24.83745661,1.202041917,0.882574845,0.933248912,24.83745661,0.831917744,300,11262450
161.654527,60.18690386,174.5100942,0.077133768,0.018131903,0.254074924,0.146715529,0.858483138,24.94942094,5.344028813,0.914182118,0.902335359,24.94942094,0.18712474,300,7558406
143.8493166,110.9884641,167.2197144,0.156330842,0.010175594,0.43660346,0.738617632,1.343531558,22.96909221,1.36500989,0.975885981,0.838762854,22.96909221,0.732595424,300,62848616
151.2461734,170.1470398,82.93016905,0.21909798,0.013602896,0.34401381,0.30053415,0.909376066,22.29102664,2.847857517,0.863995929,0.903881815,22.29102664,0.351141163,29,67322723
35.69392187,162.2597722,122.4821898,0.10988688,0.028944978,0.287912372,1.181923398,0.312354694,18.92574506,2.729284316,0.947399378,0.806628562,18.92574506,0.366396419,300,65368566
188.1526812,145.9299057,141.0085924,0.286540756,0.018749591,0.405367173,0.413081604,1.293679042,18.98501207,2.071653322,0.906263053,0.847674888,18.98501207,0.482706247,118,6283776
96.35249825,199.4132459,158.8760218,0.129327027,0.019794574,0.432412483,1.292637776,1.765219155,20.55238087,1.415268633,0.993715426,0.74514639,20.55238087,0.706579639,119,8638622
56.27866135,85.76000325,174.445949,0.376234766,0.013914358,0.318316532,1.599788128,0.282198464,19.05491766,1.181417379,0.89317436,0.874621788,19.05491766,0.846440909,91,5637201
195.7110341,62.85318291,174.4127219,0.077133768,0.014462087,0.254074924,0.075144709,0.858924477,32.59007668,9.070166442,0.838671338,0.934250657,32.59007668,0.11025156,300,75385014
142.7722464,112.3527376,124.2005998,0.1453172,0.010565987,0.471141652,0.447749493,1.46814296,23.95876393,1.921101388,0.944030036,0.893689441,23.95876393,0.520534734,225,50560198
37.37459699,90.19857687,106.974589,0.060831373,0.019803711,0.438889791,1.298462734,1.764503352,23.37112986,1.811557931,0.98673554,0.807219207,23.37112986,0.552011052,144,68622757
56.27866135,67.60386993,173.5283272,0.376234766,0.014517389,0.303049469,1.599788128,0.282198464,18.82811868,1.115728347,0.893673292,0.873745928,18.82811868,0.896275516,300,32285316
188.1526812,172.2754348,143.137917,0.272685604,0.010709797,0.444903926,0.413081604,1.643617601,23.0766584,2.104984109,0.907057683,0.883128021,23.0766584,0.475062969,134,90658693
199.9995885,44.27874902,103.9816191,0.193740004,0.010869935,0.101274136,0.17739422,1.650641696,25.94423855,3.009150113,0.831948656,0.949663837,25.94423855,0.332319746,300,84198761
64.01682962,60.48586692,130.491116,0.178351876,0.012143351,0.224042366,1.2903463,0.119016807,17.06961803,1.088937867,0.955324161,0.84251638,17.06961803,0.91832604,300,83839653
96.35249825,199.4132459,162.6284261,0.129327027,0.016036662,0.327721828,0.369845369,1.32337878,23.6098801,4.08572575,0.895582962,0.907825535,23.6098801,0.244754558,300,13468048
100.5812822,129.1926367,171.9845377,0.106041453,0.018096976,0.166679083,0.296393618,0.958026429,22.65061727,4.305127052,0.90233876,0.902134795,22.65061727,0.232281182,300,31515170
34.87719617,89.34430355,129.8821815,0.159265337,0.0160458,0.334199126,0.436414071,1.631508671,32.55682791,5.13510322,0.701327821,0.962430614,32.55682791,0.194738052,300,87086190
172.3352363,145.5852589,138.6168522,0.152545745,0.010267631,0.381270269,0.619577786,1.974702534,23.25799553,1.507823928,0.978061918,0.81785862,23.25799553,0.663207409,158,29102753
143.8493166,110.9884641,167.2197144,0.235163392,0.010559253,0.382787275,0.738617632,1.337772601,22.40781058,1.34942794,0.952496628,0.848448114,22.40781058,0.741054761,129,97697727
24.74830622,13.53244277,97.08611942,0.181064628,0.010846682,0.197906285,2.154357502,1.851717596,27.30427936,0.893386251,0.903259056,0.925211334,27.30427936,1.11933668,300,50466584
26.46213922,88.42923194,143.2527865,0.16543266,0.014806897,0.228862255,1.312928506,0.212508239,21.92658247,2.409300367,0.856464805,0.931267357,21.92658247,0.415058252,300,78292558
63.38013159,146.5675172,74.01543776,0.285065275,0.01040164,0.466339522,1.168491879,1.38502919,23.98656184,1.337342578,0.900353254,0.850745093,23.98656184,0.747751561,194,28263717
64.01682962,60.48586692,130.491116,0.178351876,0.0180767,0.224042366,1.315623038,0.119016807,16.25147612,1.103483543,0.95902917,0.815436762,16.25147612,0.906221037,300,66214029
183.6723079,90.84488364,124.4511654,0.114013358,0.02416829,0.181175661,0.291964766,1.757237207,18.36581972,2.580431755,0.958681281,0.832738496,18.36581972,0.387532047,161,70388682
36.15127471,37.93041193,112.4431395,0.121708582,0.010393675,0.183478474,1.490458999,0.740812539,24.58355509,1.15906956,0.942827904,0.917007932,24.58355509,0.862760989,300,72774873
143.3511535,119.0126864,142.1523456,0.348631954,0.011595369,0.280865558,0.946171791,1.939312787,22.32130388,1.089295623,0.945402972,0.794460119,22.32130388,0.918024436,108,39209511
20.82367514,162.2597722,122.8274776,0.10988688,0.01478912,0.29097528,1.179228866,0.402060853,26.54463823,3.903685729,0.866921881,0.929095427,26.54463823,0.256168162,300,12147670
151.2461734,170.1470398,83.13076238,0.219900318,0.015809459,0.34401381,0.30053415,0.909376066,21.30887949,2.883808232,0.86552983,0.89471875,21.30887949,0.346763696,300,76804724
36.15127471,51.16574591,112.4431395,0.237094487,0.010393506,0.183478474,1.449328138,0.677395421,23.93326404,1.250401414,0.869396578,0.929049501,23.93326404,0.799743178,51,88840014
82.20879121,112.6286307,138.5718593,0.240048879,0.016094712,0.379911702,1.641275766,1.991643411,22.18474182,0.945497158,0.969892394,0.76428259,22.18474182,1.057644638,178,29425707
166.2693322,193.4891811,85.41814645,0.217047908,0.019054343,0.34401381,0.262801095,0.905501222,20.31037913,3.33404666,0.863814402,0.880808223,20.31037913,0.299935814,272,20183674
26.74504988,37.93041193,112.4431395,0.237416535,0.010618025,0.196897722,1.490458999,0.677395421,25.35542141,1.421167804,0.822738606,0.949013891,25.35542141,0.703646675,300,45802226
195.7110341,141.1068747,161.8133442,0.289514108,0.018131903,0.254074924,1.147425639,1.371279387,20.87905031,1.342390716,0.959969674,0.473633817,20.87905031,0.744939598,92,5363279
37.37459699,49.5771792,129.8821815,0.127404425,0.019803711,0.438889791,1.260049275,0.859261675,21.7973334,1.584032098,0.934250728,0.884158627,21.7973334,0.631300339,240,9537849
55.68107263,85.46144163,174.445949,0.376234766,0.013914358,0.304016047,1.378095171,0.282198464,18.84985558,1.34497705,0.870715815,0.89185038,18.84985558,0.74350711,177,62840716
161.7076065,27.89521084,127.0972238,0.408269031,0.010390167,0.193535313,0.609034192,0.461435189,18.99690456,1.095832801,0.896617394,0.858743583,18.99690456,0.912547972,273,69631915
77.42563822,98.2535563,174.445949,0.376234766,0.018379382,0.303049469,1.599788128,0.282198464,17.81242516,1.018672793,0.933649932,0.812360405,17.81242516,0.981669489,101,25262963
71.63593812,10.89046277,129.5856871,0.156701723,0.022640963,0.371477683,0.630646258,0.277120879,17.61118073,1.602017892,0.914088152,0.878692934,17.61118073,0.624212754,300,45285974
199.5562659,52.47701331,148.2563714,0.286540756,0.010709797,0.396909714,0.370737989,1.293679042,22.5265197,1.728708615,0.895766386,0.902745335,22.5265197,0.578466487,280,68174539
78.06344113,22.41447631,194.2445333,0.108385703,0.024381185,0.394089893,0.607712278,1.953599608,19.82313328,2.157360523,0.953549248,0.848653278,19.82313328,0.463529387,219,90355466
56.71466874,43.92953175,143.0472858,0.244733476,0.018970561,0.168877523,2.065885593,1.502987031,21.58225765,0.780108195,0.961965607,0.811380106,21.58225765,1.281873471,116,47456626
82.8688358,22.41447631,194.2599964,0.093608627,0.024079774,0.394089893,0.607712278,1.928836812,19.75053989,2.079312761,0.96779082,0.840599082,19.75053989,0.480928131,3,34796461
183.6723079,72.0086081,124.4511654,0.236048889,0.02416829,0.181175661,0.291964766,0.852013528,17.53480074,2.39511783,0.885850863,0.856485675,17.53480074,0.417515993,185,5643920
188.1526812,137.6600601,139.6714239,0.286540756,0.010697495,0.405824707,0.413081604,1.293679042,22.52983342,1.942356664,0.902108212,0.885837289,22.52983342,0.514838505,112,74349497
32.28798317,13.53244277,97.08611942,0.181064628,0.018876782,0.197906285,2.154357502,1.754012385,22.69233637,0.788708906,0.937479584,0.868402149,22.69233637,1.2678949,44,12494479
95.63976027,117.1033198,180.4870056,0.074708467,0.017945138,0.26979308,1.319274263,1.517937445,25.472441,1.55173599,0.999970554,0.578976236,25.472441,0.644439522,141,83933418
116.3861576,46.712726,180.4870056,0.193042968,0.017946466,0.132557471,0.851660324,1.581972766,19.38167769,1.210517457,0.963609074,0.838572795,19.38167769,0.826093002,20,49508855
195.7110341,60.18690386,174.4127219,0.117803281,0.018131903,0.261094343,0.146715529,0.858483138,23.13694521,4.74281571,0.884039049,0.909030843,23.13694521,0.210845215,300,27593899
61.47272934,60.63332709,75.85318303,0.111398641,0.010631875,0.466339522,0.16812807,0.872232941,47.73525926,5.852437307,0.650502356,1.000655889,47.73525926,0.170868981,300,91804246
41.31399706,79.16988623,112.4431395,0.115381026,0.010203902,0.267832542,1.490458999,0.759653813,24.68784005,1.274051772,0.957684626,0.895291676,24.68784005,0.78489746,190,57960253
195.7110341,59.46050702,177.7654654,0.077133768,0.028693052,0.254074924,0.146715529,0.947833836,20.53171,5.353811647,0.949852621,0.810658258,20.53171,0.186782813,13,89874969
43.89129096,81.0223644,131.678887,0.16543266,0.022749676,0.224042366,1.315623038,0.119016807,16.65341075,1.558120945,0.934088903,0.84611407,16.65341075,0.641798702,300,1802773
54.97405494,45.5289175,144.9678496,0.198464603,0.023895933,0.172100069,1.64628455,1.985251234,19.76161516,0.992098622,0.959019365,0.812752313,19.76161516,1.007964307,115,26045429
143.8493166,110.9884641,167.2197144,0.119455432,0.01070916,0.436354996,0.738617632,1.337772601,22.90989283,1.384985029,0.98750964,0.826665681,22.90989283,0.722029465,91,59575597
35.70719868,81.0223644,126.3318129,0.16543266,0.028989808,0.228862255,0.848009098,0.212508239,17.97295113,2.761755698,0.86098399,0.859413659,17.97295113,0.362088508,300,67800760
142.7722464,112.3527376,118.2796276,0.060842074,0.010559253,0.445423946,0.37181149,1.482748547,25.58043706,2.361538411,0.982888084,0.862330807,25.58043706,0.423452778,273,31069048
185.5884468,144.809981,110.2541183,0.272685604,0.010167044,0.444903926,0.413081604,1.368311536,22.93940067,1.894876098,0.907367912,0.872381447,22.93940067,0.527738991,229,18327758
58.10486204,43.92953175,166.8354983,0.249589303,0.01965124,0.388435784,2.065885593,1.700653526,21.68828076,0.838372677,0.961301407,0.812135108,21.68828076,1.192786963,113,77804792
33.16035719,13.53244277,97.08611942,0.181064628,0.018876782,0.197906285,2.154357502,1.851717596,22.67403651,0.773406355,0.940397699,0.864647128,22.67403651,1.292981359,183,1555114
151.2461734,170.1470398,85.61873979,0.218620728,0.01806792,0.34401381,0.30053415,0.905501222,20.45912317,2.927665019,0.868081794,0.88546338,20.45912317,0.341569132,26,77916800
36.15127471,23.12684288,112.4431395,0.108916903,0.010393506,0.183478474,1.016439179,0.780212889,25.89559422,1.526961594,0.911197057,0.946725769,25.89559422,0.654895319,300,16122688
190.4544608,42.81963688,174.4127219,0.077133768,0.018046811,0.254074924,0.146715529,0.407935086,22.88970288,4.699772233,0.929943365,0.900061941,22.88970288,0.212776269,300,8314022
56.3340289,175.2368167,140.9560705,0.125339278,0.010491739,0.382767222,0.609034192,1.978824504,28.27204916,3.375963585,0.88492567,0.940373895,28.27204916,0.296211726,300,62261024
80.62522271,155.3472251,153.6647475,0.274395889,0.013869405,0.450697668,0.454897826,1.979894387,25.43144665,3.274467939,0.783965709,0.936222297,25.43144665,0.305393126,300,24594398
85.44982773,129.1926367,168.9793021,0.106041453,0.01287862,0.166679083,0.271093208,0.958026429,27.47700772,5.119080544,0.854411035,0.94359688,27.47700772,0.195347581,300,19085852
100.5812822,129.1926367,172.3021236,0.113708343,0.012163609,0.166679083,0.271093208,0.96235702,26.51994115,4.501318215,0.868467524,0.943339031,26.51994115,0.222157144,300,3497848
195.7110341,60.18690386,174.4127219,0.079128859,0.018131903,0.254074924,0.146715529,0.925572906,23.50084721,4.806693288,0.930220402,0.896951086,23.50084721,0.208043231,147,54919681
31.26086356,160.5145798,122.0714864,0.122520209,0.014875452,0.241035012,1.179228866,0.853050254,24.36233117,2.755826668,0.905527648,0.913417174,24.36233117,0.362867524,300,63769906
36.54706056,51.16574591,106.7375253,0.107093294,0.010294691,0.16339622,1.602829776,0.677395421,24.41631026,1.105969644,0.960894191,0.898909699,24.41631026,0.904183949,300,50108430
188.1526812,145.9299057,122.214088,0.279288031,0.010559891,0.394123651,0.489987572,1.293679042,22.14563244,1.679365685,0.925711405,0.847722297,22.14563244,0.595462923,300,64075284
195.7110341,80.37970238,175.6152003,0.078426022,0.028693052,0.254074924,0.146715529,0.858483138,20.51354565,5.597790984,0.947819792,0.807846192,20.51354565,0.178641897,246,73175845
65.547262,172.8828633,189.8510975,0.376985666,0.020904433,0.317421961,1.611396661,0.392470854,18.12345097,1.401473451,0.918008859,0.828097585,18.12345097,0.713534744,115,35881111
157.9019951,171.930788,138.6168522,0.124381905,0.010390167,0.164250403,0.359040692,1.935352904,24.38655134,2.620350797,0.943694066,0.904471129,24.38655134,0.381628292,281,46558640
196.8451211,101.1457381,179.0493437,0.286540756,0.010837949,0.431996339,0.39232598,1.778830025,23.12477172,1.966961706,0.89998627,0.900704118,23.12477172,0.508398306,136,89427503
37.37459699,89.34430355,129.8821815,0.127404425,0.019689483,0.406566882,1.260049275,1.279351876,22.22827168,1.860014005,0.933687321,0.880054109,22.22827168,0.53763036,156,80669545
26.05307775,79.30454508,122.925264,0.238232158,0.014669811,0.287587821,1.179228866,0.26601664,22.47393866,2.356109817,0.774121434,0.945844631,22.47393866,0.424428434,300,63727785
25.80391992,111.5688758,172.506066,0.059439037,0.019836173,0.438889791,1.260049275,1.652479488,25.39757488,3.245633756,0.966104323,0.85504427,25.39757488,0.308106236,300,24349561
54.29895729,41.4378931,166.8354983,0.249589303,0.01965124,0.169461446,2.065885593,1.734032609,21.50284762,0.862817843,0.956656413,0.828494625,21.50284762,1.158993186,100,26821349
194.1111185,59.46050702,86.67968421,0.077133768,0.028786732,0.254074924,0.146715529,0.90486081,20.43875763,4.247654977,0.950958717,0.820371385,20.43875763,0.235424018,300,15518444
152.6744451,170.0492466,176.7019388,0.219900318,0.017965769,0.345978286,0.30053415,0.948474248,20.69796451,3.470423791,0.86537336,0.896054375,20.69796451,0.288149246,277,19534565
104.0403212,46.712726,180.4870056,0.110307301,0.018011057,0.124666057,0.857690703,1.517937445,19.64892532,1.298357056,0.986151749,0.834995146,19.64892532,0.770204156,91,33911532
56.27866135,79.87344395,164.9833586,0.218422768,0.013914358,0.304016047,1.364589763,0.282198464,19.32969605,1.311056629,0.929248162,0.882730385,19.32969605,0.762743559,214,37345435
199.9850889,24.33558336,103.9816191,0.095322835,0.011783383,0.444686721,0.32842332,1.63703201,23.25945033,1.677728484,0.975217858,0.870018371,23.25945033,0.596044002,164,35939012
41.31399706,79.16988623,112.4431395,0.237416535,0.010203902,0.267832542,1.17443551,0.390427817,22.58924051,1.552315596,0.855793391,0.932528749,22.58924051,0.6441989,300,96905987
26.44886229,162.2597722,122.4610777,0.10988688,0.01478912,0.287912372,1.495252355,0.771286853,24.90710276,2.588066481,0.923798561,0.906356694,24.90710276,0.386388838,300,9789990
199.9850889,24.33558336,167.7740233,0.406014022,0.010869935,0.40959527,0.729464631,1.650641696,22.04993012,0.982856125,0.938755599,0.791603797,22.04993012,1.017442915,225,40260007
82.8688358,22.41447631,199.3064283,0.093608627,0.023718573,0.394089893,0.620433027,1.953599608,19.7886507,2.065598045,0.968639614,0.841781681,19.7886507,0.484121295,166,22318293
49.73016141,78.01420921,122.9358426,0.165584447,0.024358919,0.220345174,1.370099774,1.034666539,19.13875388,1.320251567,0.949750782,0.825515413,19.13875388,0.757431406,137,48246882
196.345058,52.47701331,139.2265509,0.286540756,0.011112273,0.399972622,0.35801724,1.293679042,22.44473305,1.770184605,0.888762364,0.904932779,22.44473305,0.564912833,249,72195556
143.8493166,110.9884641,103.4272914,0.119455432,0.010559253,0.12806996,0.332429816,1.337772601,24.21628498,2.381978816,0.93379406,0.913326249,24.21628498,0.419819015,300,7158726
88.49119612,199.4132459,162.6284261,0.123024667,0.015970743,0.326036581,0.436073169,1.570133702,23.38766409,3.743248773,0.910429192,0.903368038,23.38766409,0.26714762,250,41057293
37.37459699,90.19857687,106.974589,0.059607453,0.018896808,0.09557297,1.298462734,1.764503352,22.06836178,1.792198115,0.987238037,0.81593901,22.06836178,0.557974027,265,76867890
142.7722464,114.8443895,124.2005998,0.115400276,0.010559253,0.452448838,0.37181149,1.323956805,24.76121155,2.294695165,0.944682434,0.907772188,24.76121155,0.435787731,300,98968033
26.44886229,168.3641889,122.4610777,0.10988688,0.01478912,0.286727939,1.179228866,0.402060853,24.77421721,3.295360173,0.896411996,0.918946822,24.77421721,0.303456966,197,69998917
199.9950287,21.45774575,103.7543453,0.406014022,0.010869935,0.101274136,0.323276813,1.650660926,23.04192403,1.610805328,0.829315913,0.912653854,23.04192403,0.620807482,223,81328579
24.74830622,13.99035245,97.31339328,0.181064628,0.018876782,0.197906285,2.154357502,1.851717596,23.46044092,0.934136558,0.911022495,0.893508407,23.46044092,1.070507295,300,41903893
104.0403212,46.712726,180.4870056,0.110307301,0.017945138,0.124666057,0.851660324,1.631300879,19.71807547,1.305676161,0.985739172,0.83619342,19.71807547,0.765886695,13,18945929
80.67439389,155.3472251,152.2253411,0.201299646,0.014326723,0.475181718,0.717820309,1.979894387,22.86901312,2.152555898,0.905524154,0.898131254,22.86901312,0.46456401,49,20161769
54.29895729,43.92953175,166.8354983,0.249589303,0.01965124,0.169461446,2.065885593,1.700653526,21.4873045,0.869093099,0.956627601,0.82833762,21.4873045,1.150624716,9,86447407
188.1526812,137.6600601,139.6714239,0.286716412,0.010697495,0.405824707,0.413081604,1.2817376,22.51015502,1.942338217,0.902042124,0.885845626,22.51015502,0.514843394,84,24739708
82.81966462,22.41447631,194.2599964,0.100733179,0.023622473,0.420593173,0.607712278,1.799078115,19.86844811,2.056526829,0.962505027,0.847256774,19.86844811,0.486256725,95,37912359
188.6841116,147.3430627,165.9239649,0.156330842,0.010175594,0.43660346,0.656851559,1.343531558,22.69988614,1.43214366,0.984230257,0.808890576,22.69988614,0.698253972,122,12318008
185.5884468,144.809981,110.2541183,0.272685604,0.019052806,0.444903926,0.413081604,1.386912633,19.00924952,1.983011521,0.911124551,0.83360752,19.00924952,0.504283505,144,46972589
160.2551783,155.4038421,147.9487617,0.152545745,0.010390167,0.383224756,0.359040692,1.772980248,24.69546033,2.548403631,0.927532143,0.910852758,24.69546033,0.392402517,155,48917224
198.6643851,160.5145798,121.436831,0.122520209,0.01479036,0.274006809,1.179228866,1.753269088,24.10531359,1.458638662,0.996932133,0.403249262,24.10531359,0.685570749,82,73511945
82.12679354,171.874171,152.2253411,0.201299646,0.014308088,0.475181718,0.717820309,1.979894387,22.83937156,2.226084248,0.906949306,0.895722031,22.83937156,0.449219297,206,64260105
199.9850889,15.13015452,103.9816191,0.095322835,0.010869935,0.101274136,0.357829879,1.523668576,22.67253954,1.502797315,0.979925598,0.868415169,22.67253954,0.66542573,203,48470761
37.37459699,89.34430355,129.8821815,0.127404425,0.019689483,0.406566882,1.260049275,1.279351876,22.22827454,1.860016326,0.933687181,0.880052573,22.22827454,0.53762969,1,98714051
119.889947,29.94507089,145.008425,0.357876578,0.012232727,0.085538129,0.808248648,1.838048474,21.91746539,1.03145463,0.909015086,0.867498873,21.91746539,0.969504592,199,14547960
104.0349631,46.93451812,180.4870056,0.112212567,0.017626406,0.125066446,0.851660324,1.517937445,19.77965309,1.301827131,0.984816914,0.838665804,19.77965309,0.768151144,118,92841873
143.3164476,109.5753072,141.1670126,0.279288031,0.010709797,0.424562755,0.413081604,1.293679042,23.61901526,2.100063722,0.865058891,0.919455793,23.61901526,0.476176027,246,38758907
75.44836751,199.4132459,162.6284261,0.129327027,0.016036662,0.436108608,1.209895412,1.570133702,21.65108466,1.67778474,0.978337594,0.827000614,21.65108466,0.596024017,228,38242472
183.6723079,103.2373734,124.4511654,0.114013358,0.024487022,0.180775272,0.291964766,1.757237207,18.28961003,2.666735325,0.958802851,0.828865024,18.28961003,0.374990345,133,43625862
36.15127471,23.12684288,112.4431395,0.103611249,0.010393506,0.183478474,1.016439179,0.734067823,25.81045682,1.528520601,0.91640363,0.945760161,25.81045682,0.654227362,296,53120487
31.82474694,101.1457381,183.6334333,0.286540756,0.010837949,0.431996339,0.39232598,0.427442485,38.36207167,7.413176854,0.467549814,0.997615716,38.36207167,0.134894934,300,17306335
195.7110341,60.18690386,185.1161376,0.077133768,0.018131903,0.254074924,0.146715529,0.858483138,23.48217033,4.935060541,0.932598217,0.894974777,23.48217033,0.202631759,300,63752358
32.28798317,13.53244277,97.08611942,0.181064628,0.010155401,0.197906285,2.154357502,1.833113194,26.78232181,0.756431412,0.931908842,0.902233799,26.78232181,1.321996924,300,94479869
196.8451211,101.1457381,179.0493437,0.286540756,0.018183777,0.406171482,0.39232598,1.244330493,19.11183652,2.05123217,0.905022396,0.863700625,19.11183652,0.487511855,164,833640
116.3861576,46.712726,180.4870056,0.193042968,0.012705252,0.132557471,0.851660324,1.581972766,21.58557067,1.176498672,0.960685565,0.86282036,21.58557067,0.84997971,142,1629468
42.29297022,46.0868839,174.60189,0.083486683,0.016491171,0.124666057,0.851660324,1.517937445,23.14475965,2.399529734,0.94222127,0.908404871,23.14475965,0.416748326,300,54389140
35.66579177,10.89046277,112.26418,0.10597205,0.022640963,0.178730104,0.630646258,0.277120879,21.30643915,2.379114059,0.87865085,0.913028375,21.30643915,0.420324531,300,77115214
193.9460577,106.765031,170.602161,0.284515382,0.010559253,0.436354996,0.738617632,1.337772601,22.06684107,1.195270228,0.96188178,0.789821055,22.06684107,0.836630895,155,31183806
37.37459699,88.40233059,174.4458035,0.059439037,0.016032382,0.271794695,1.291734807,1.06956845,23.80331552,2.135300275,0.981053401,0.863874798,23.80331552,0.468318209,55,4265602
72.12145874,23.12684288,129.8261811,0.155909163,0.010393506,0.37622605,1.016439179,0.718813567,22.53909798,1.03229488,0.951027815,0.893477045,22.53909798,0.968715451,300,57987633
195.7110341,60.18690386,174.4127219,0.079128859,0.018131903,0.254074924,0.146715529,0.928986038,23.50346095,4.806706581,0.930220402,0.896948688,23.50346095,0.208042655,9,5521968
142.7722464,166.5353366,122.5664828,0.115400276,0.014607661,0.452448838,0.541380878,1.323956805,21.35074766,1.937559649,0.974985766,0.830193359,21.35074766,0.516113143,198,83106923
26.44886229,162.2597722,122.925264,0.09664723,0.011355128,0.279668492,1.179228866,1.028515293,28.26091602,3.193535317,0.904735325,0.934178199,28.26091602,0.313132595,181,88003590
143.8493166,110.9884641,103.4272914,0.119945609,0.010721753,0.12806996,0.332429816,1.323582305,24.08662233,2.383377996,0.933602662,0.912791345,24.08662233,0.419572557,242,39844246
87.78790435,199.4132459,144.2098049,0.129445177,0.015977117,0.327721828,0.621337767,1.69261636,21.93688012,2.584677389,0.942039768,0.879214076,21.93688012,0.38689548,4,48139480
